# BUSCO version is: 5.3.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
389367at33208	Complete	smed_chr1	330513382	330514287	-	368.7	242
389527at33208	Complete	smed_chr2	190347872	190360729	-	461.0	440
389570at33208	Complete	smed_chr2	39179488	39187528	-	400.0	322
389591at33208	Complete	smed_chr3	80272882	80275296	+	209.0	220
390192at33208	Complete	smed_chr3	112139751	112143175	+	299.2	290
390402at33208	Complete	smed_chr3	37885316	37893210	+	210.0	193
391896at33208	Complete	smed_chr3	7838958	7841716	+	402.2	262
393219at33208	Missing
393291at33208	Missing
393419at33208	Complete	smed_chr4	45137431	45147075	+	242.9	309
393895at33208	Duplicated	smed_chr3	18112725	18114220	-	610.9	417
393895at33208	Duplicated	smed_chr3	18040079	18041463	-	593.2	408
395147at33208	Complete	smed_chr2	16301104	16305676	+	329.7	233
395183at33208	Complete	smed_chr1	205443472	205445586	-	198.9	167
395556at33208	Complete	smed_chr1	304345184	304346158	-	224.2	222
395919at33208	Complete	smed_chr1	267735079	267736721	-	242.4	265
395948at33208	Fragmented	smed_chr1	235370686	235372431	+	102.9	125
396237at33208	Missing
397019at33208	Complete	smed_chr4	15697144	15698345	-	514.4	320
397659at33208	Fragmented	smed_chr1	312653808	312657958	+	186.7	175
398013at33208	Duplicated	smed_chr1	67280960	67285773	+	354.3	278
398013at33208	Duplicated	smed_chr2	168959275	168960598	-	324.2	288
398202at33208	Missing
398607at33208	Complete	smed_chr2	49160692	49161432	+	329.3	213
399092at33208	Duplicated	smed_chr1	253099010	253099776	+	152.6	162
399092at33208	Duplicated	smed_chr1	74021447	74022208	-	152.0	164
399092at33208	Duplicated	smed_chr1	253074629	253075384	-	150.7	162
399092at33208	Duplicated	smed_chr1	74026403	74027080	-	149.9	164
399092at33208	Duplicated	smed_chr1	74014663	74015418	-	147.4	164
399092at33208	Duplicated	smed_chr1	73985487	73986011	+	143.9	159
399439at33208	Missing
400042at33208	Missing
401196at33208	Complete	smed_chr3	78332506	78333444	-	126.9	143
401220at33208	Fragmented	smed_chr1	36963784	36969954	-	227.8	195
401679at33208	Missing
401779at33208	Complete	smed_chr2	159274909	159276552	+	381.9	263
403171at33208	Missing
403817at33208	Fragmented	smed_chr4	41333763	41334074	+	24.3	45
404988at33208	Complete	smed_chr4	11268645	11270030	-	157.9	293
405257at33208	Complete	smed_chr2	171315761	171335690	+	225.4	244
406927at33208	Complete	smed_chr4	44357085	44357696	+	63.0	145
407472at33208	Complete	smed_chr2	185899514	185900659	-	276.3	319
409006at33208	Missing
409186at33208	Missing
411515at33208	Complete	smed_chr3	57487763	57489335	+	266.8	226
411664at33208	Missing
411755at33208	Complete	smed_chr2	80979134	80985699	+	390.0	316
412370at33208	Missing
412542at33208	Complete	smed_chr1	142834018	142834929	+	219.5	201
412930at33208	Complete	smed_chr2	93706942	93711210	-	236.4	238
413334at33208	Missing
414001at33208	Duplicated	smed_chr1	44971546	44972586	+	351.2	272
414001at33208	Duplicated	smed_chr1	48837047	48838085	+	334.9	271
414571at33208	Complete	smed_chr3	51137348	51140398	+	357.7	237
414579at33208	Complete	smed_chr4	26633122	26633802	-	233.0	207
414603at33208	Missing
415618at33208	Fragmented	smed_chr1	33775599	33775971	+	106.6	92
416175at33208	Complete	smed_chr1	52738339	52739208	+	286.1	261
418979at33208	Fragmented	smed_chr1	64042033	64043509	+	138.1	105
419502at33208	Complete	smed_chr1	267823909	267824587	-	173.9	150
419914at33208	Missing
421396at33208	Complete	smed_chr1	42366641	42379161	+	317.6	237
421685at33208	Complete	smed_chr1	293341905	293375135	+	172.1	197
421732at33208	Missing
422158at33208	Complete	smed_chr2	158952786	158976289	+	328.5	279
422751at33208	Duplicated	smed_chr1	29978303	29979541	-	514.0	349
422751at33208	Duplicated	smed_chr1	30099027	30100247	-	513.9	348
423799at33208	Complete	smed_chr2	80360307	80364760	+	242.8	219
423848at33208	Complete	smed_chr2	110523472	110524383	-	120.7	217
424392at33208	Duplicated	smed_chr1	197935136	197935984	+	321.1	220
424392at33208	Duplicated	smed_chr1	323964892	323965774	-	284.5	227
424569at33208	Complete	smed_chr3	4382912	4384110	+	233.7	157
424646at33208	Missing
427349at33208	Complete	smed_chr1	186033209	186052573	-	277.4	231
427789at33208	Complete	smed_chr2	43771976	43781311	+	377.7	336
428202at33208	Complete	smed_chr1	275544017	275561832	+	492.2	346
428754at33208	Missing
429011at33208	Complete	smed_chr3	51908519	51909332	-	126.2	154
429274at33208	Complete	smed_chr2	135423521	135424073	-	146.9	140
429751at33208	Missing
430701at33208	Missing
432050at33208	Duplicated	smed_chr2	8443589	8444556	-	303.5	234
432050at33208	Duplicated	smed_chr2	12915215	12916268	-	292.7	234
432155at33208	Complete	smed_chr2	112518888	112519766	-	132.3	152
432287at33208	Complete	smed_chr1	205118123	205120822	-	125.6	229
432522at33208	Missing
433216at33208	Missing
433606at33208	Complete	smed_chr1	209907177	209911741	+	268.1	221
434068at33208	Complete	smed_chr4	41760146	41761446	-	331.6	308
434863at33208	Complete	smed_chr2	82135010	82135800	-	162.1	192
435253at33208	Missing
435678at33208	Complete	smed_chr1	77697081	77704134	-	211.9	188
435921at33208	Complete	smed_chr2	40738089	40738553	+	156.2	106
435939at33208	Complete	smed_chr2	35075173	35076521	+	168.0	164
436007at33208	Complete	smed_chr1	305204738	305207899	-	354.9	279
436098at33208	Complete	smed_chr3	117459118	117460679	-	199.8	195
436539at33208	Missing
437653at33208	Complete	smed_chr3	59405950	59406586	+	167.2	134
438133at33208	Complete	smed_chr2	205335848	205336930	-	436.7	291
438433at33208	Duplicated	smed_chr1	298195136	298195948	+	320.9	202
438433at33208	Duplicated	smed_chr1	298158917	298159540	+	309.1	190
438453at33208	Complete	smed_chr1	9556091	9556948	+	189.0	225
439736at33208	Complete	smed_chr1	176031840	176044682	-	283.4	378
440195at33208	Missing
440493at33208	Complete	smed_chr2	2350868	2352242	+	239.2	271
441575at33208	Complete	smed_chr3	50124240	50133340	+	377.6	519
442169at33208	Missing
442203at33208	Complete	smed_chr1	213010848	213012212	-	359.1	343
442823at33208	Complete	smed_chr2	261882999	261903110	-	159.3	247
443305at33208	Fragmented	smed_chr3	85076201	85076692	+	70.7	128
443518at33208	Complete	smed_chr1	29775669	29779498	+	306.6	261
443659at33208	Complete	smed_chr1	206147720	206148610	-	85.0	129
443928at33208	Complete	smed_chr2	199330426	199337548	+	405.5	290
444160at33208	Complete	smed_chr1	114638902	114639651	+	277.3	175
444231at33208	Fragmented	smed_chr2	23871572	23871927	+	48.5	80
445031at33208	Missing
445034at33208	Complete	smed_chr1	286863531	286874528	+	255.0	280
445091at33208	Complete	smed_chr2	174631333	174633226	+	157.6	227
446000at33208	Complete	smed_chr2	181863978	181864541	+	259.6	179
446031at33208	Complete	smed_chr1	113157154	113162127	+	230.8	226
447320at33208	Fragmented	smed_chr2	196669441	196669719	+	53.7	72
447400at33208	Missing
448196at33208	Complete	smed_chr3	56948295	56949100	-	280.3	217
448514at33208	Missing
449056at33208	Missing
449139at33208	Complete	smed_chr1	181074452	181075746	+	304.7	316
449189at33208	Complete	smed_chr3	77613337	77615511	-	453.8	390
450643at33208	Missing
450785at33208	Complete	smed_chr3	6969231	6975679	-	96.0	105
451242at33208	Complete	smed_chr3	100114203	100115066	+	105.7	196
451957at33208	Complete	smed_chr2	29032971	29048343	+	352.6	360
452208at33208	Duplicated	smed_chr1	33656600	33663472	-	211.1	158
452208at33208	Duplicated	smed_chr4	40476821	40478384	+	195.0	185
452499at33208	Complete	smed_chr1	298778056	298789159	-	305.5	213
452574at33208	Complete	smed_chr4	45203342	45206357	+	317.7	318
453049at33208	Missing
453052at33208	Missing
453056at33208	Missing
453687at33208	Complete	smed_chr2	42658994	42663256	-	222.1	262
454911at33208	Complete	smed_chr4	15328971	15331224	-	242.9	323
455512at33208	Complete	smed_chr3	106361292	106362075	+	152.8	139
455941at33208	Complete	smed_chr3	93320835	93322197	-	152.8	170
456998at33208	Missing
