# BUSCO version is: 5.0.0 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
227979at33208	Complete	chr1	158682421	158691447	+	298.2	390
231157at33208	Complete	chr1	36297453	36322009	+	420.5	415
231700at33208	Fragmented	chr1	186283638	186285838	+	163.0	288
234290at33208	Complete	chr1	74318581	74324604	+	363.2	291
235149at33208	Complete	chr2	184094481	184097237	+	231.3	384
235430at33208	Missing
235458at33208	Complete	chr1	92534507	92540334	-	309.4	301
239016at33208	Fragmented	chr1	136448086	136448952	-	118.3	188
239149at33208	Missing
239597at33208	Missing
240437at33208	Complete	chr2	4331901	4332973	-	298.8	239
244863at33208	Complete	chr2	163815793	163817976	+	327.2	534
245482at33208	Complete	chr2	126703459	126704610	-	319.0	318
245567at33208	Complete	chr1	125764101	125766053	-	344.3	415
246241at33208	Complete	chr2	14976048	14977486	-	434.4	380
247183at33208	Complete	chr2	28169642	28190636	+	741.3	586
247905at33208	Complete	chr3	122154171	122155811	-	202.6	367
249486at33208	Complete	chr3	75594958	75600734	-	280.5	372
251076at33208	Complete	chr1	47656842	47669778	+	549.0	314
251577at33208	Fragmented	chr4	77878124	77878540	+	53.6	133
255117at33208	Duplicated	chr1	113097362	113099284	-	215.9	480
255117at33208	Duplicated	manual_scaffold_71	60592	62514	+	215.9	480
255242at33208	Fragmented	chr2	179047539	179048223	+	114.2	132
255924at33208	Missing
257141at33208	Complete	chr2	180366522	180370554	-	215.0	206
257339at33208	Complete	chr3	53377331	53379505	-	231.2	302
259581at33208	Complete	chr4	66060764	66062365	-	52.5	242
260752at33208	Fragmented	chr2	163337751	163347354	-	221.4	223
261284at33208	Fragmented	chr3	47483446	47497629	+	146.0	251
261614at33208	Missing
262757at33208	Complete	chr3	143823997	143825589	+	251.0	278
266460at33208	Complete	chr1	196514154	196516119	+	587.9	483
266469at33208	Complete	chr1	46759990	46765924	-	135.1	174
266808at33208	Complete	chr1	61484611	61490311	-	478.6	317
267439at33208	Complete	chr1	58894411	58895926	+	568.5	404
268134at33208	Complete	chr3	27649593	27675806	-	239.1	231
268397at33208	Complete	chr3	128343666	128371052	-	536.2	537
270594at33208	Complete	chr4	20730908	20732270	+	217.9	337
271297at33208	Complete	chr4	87732854	87739758	-	268.7	231
271742at33208	Complete	chr2	1981925	1994042	+	545.9	396
272605at33208	Missing
273040at33208	Duplicated	chr1	26740809	26742026	-	148.0	113
273040at33208	Duplicated	chr1	26726016	26727362	-	135.3	113
273367at33208	Fragmented	chr2	172099393	172212571	+	28.0	34
273989at33208	Fragmented	chr3	87611840	87614220	-	418.1	377
274044at33208	Fragmented	chr1	253123397	253124264	+	251.2	240
274064at33208	Complete	chr2	91892803	91893588	-	91.5	222
274769at33208	Complete	chr4	37605481	37606941	+	435.6	380
274992at33208	Complete	chr2	126677116	126680263	-	595.5	352
277935at33208	Fragmented	chr1	49051130	49054167	-	204.1	293
278227at33208	Complete	chr1	4965552	4967355	+	331.0	333
279631at33208	Complete	chr1	4213859	4219132	-	445.8	587
279992at33208	Complete	chr3	16473718	16476519	-	330.0	370
280914at33208	Missing
281304at33208	Complete	chr3	118295021	118323109	-	220.7	312
281693at33208	Complete	chr3	63979160	63981645	+	500.0	545
283637at33208	Complete	chr3	126358821	126360131	+	585.5	361
284059at33208	Duplicated	chr4	489467	493834	-	312.5	255
284059at33208	Duplicated	manual_scaffold_312	20196	26020	-	312.5	255
285146at33208	Complete	chr1	256859457	256865196	-	250.3	232
285902at33208	Complete	chr2	95041115	95048600	+	201.0	225
285966at33208	Complete	chr2	59583681	59600200	-	256.7	260
286553at33208	Complete	chr2	40220040	40231239	+	196.1	273
289235at33208	Complete	chr2	88523297	88526361	+	151.7	227
289928at33208	Complete	chr3	54061220	54075901	+	279.8	286
291505at33208	Complete	chr1	212424989	212427437	-	489.4	444
291875at33208	Missing
295556at33208	Missing
295775at33208	Complete	chr3	46941509	46950713	+	254.0	239
300303at33208	Missing
301572at33208	Complete	chr3	47607946	47609307	+	397.7	361
302186at33208	Missing
302279at33208	Complete	chr3	79856414	79860971	-	503.4	303
302921at33208	Missing
303117at33208	Missing
304388at33208	Missing
305260at33208	Complete	chr1	82475308	82478695	-	498.7	339
306101at33208	Complete	chr3	94717277	94765527	-	285.2	290
307109at33208	Complete	chr4	80681819	80695847	-	413.6	343
308610at33208	Complete	chr2	186652785	186654537	-	505.9	363
311438at33208	Missing
311758at33208	Complete	chr2	77985669	77987297	+	439.8	468
311761at33208	Fragmented	chr4	15386561	15388142	-	74.7	103
312577at33208	Complete	chr1	251598051	251599330	+	137.8	203
313091at33208	Fragmented	chr1	248238204	248240992	+	172.6	196
315044at33208	Complete	chr4	11955781	11978246	+	364.4	331
315393at33208	Complete	chr3	122497967	122503660	-	488.5	329
317470at33208	Missing
318483at33208	Complete	chr3	91674942	91685173	+	370.1	310
318532at33208	Complete	chr3	128321276	128322314	+	496.7	306
319574at33208	Complete	chr3	32978697	32979809	-	265.1	239
320390at33208	Complete	chr3	71479478	71481700	-	243.0	436
321332at33208	Missing
323399at33208	Missing
323473at33208	Complete	chr2	170801077	170803438	+	384.7	282
324249at33208	Complete	chr3	142753793	142755030	+	141.2	249
325183at33208	Complete	chr1	5943891	5948570	+	533.1	344
327301at33208	Missing
331112at33208	Complete	chr1	70568573	70570245	-	522.7	396
331186at33208	Missing
332870at33208	Complete	chr4	20016795	20017676	-	98.6	164
333062at33208	Complete	chr2	63683868	63685438	-	415.8	307
333800at33208	Complete	chr2	182259183	182261895	-	289.6	342
334272at33208	Missing
334331at33208	Duplicated	chr2	43528701	43530233	-	437.1	444
334331at33208	Duplicated	chr2	118203234	118204748	+	403.8	458
334336at33208	Complete	chr2	7057115	7072858	-	513.1	362
334342at33208	Missing
334764at33208	Complete	chr1	256984778	256992833	+	322.4	256
334820at33208	Complete	chr3	64735492	64741333	-	314.5	268
335107at33208	Complete	chr4	45207912	45219748	+	212.0	184
336647at33208	Missing
338191at33208	Complete	chr3	111388360	111390324	+	511.1	541
338482at33208	Complete	chr3	119402850	119404980	+	278.6	363
339127at33208	Complete	chr2	153468662	153476412	+	271.1	293
339319at33208	Missing
340558at33208	Complete	chr4	42385449	42386217	-	129.4	216
340577at33208	Complete	chr2	96127386	96140026	-	384.7	418
344338at33208	Complete	chr4	44223586	44224629	+	362.3	308
344346at33208	Missing
344442at33208	Complete	chr2	61875616	61876710	-	183.6	222
344581at33208	Complete	chr2	160043497	160049418	+	245.4	241
344611at33208	Missing
345099at33208	Complete	chr3	111932622	111935236	-	338.3	610
345959at33208	Complete	chr3	122570865	122571566	-	64.9	207
346541at33208	Complete	chr2	37125035	37145029	-	221.8	311
347600at33208	Complete	chr3	2122484	2124327	+	377.9	270
348449at33208	Complete	chr3	93802243	93809569	+	215.4	184
348544at33208	Duplicated	chr4	15671128	15672440	-	281.3	313
348544at33208	Duplicated	chr2	153956561	153957660	+	280.3	300
348544at33208	Duplicated	chr4	15641588	15642792	-	276.3	314
348544at33208	Duplicated	chr4	15899829	15901138	-	271.1	311
348761at33208	Missing
349064at33208	Complete	chr1	161220063	161249826	+	333.6	270
349627at33208	Complete	chr3	66282509	66283691	+	82.3	195
351226at33208	Missing
352600at33208	Duplicated	chr1	253033236	253034291	+	446.1	295
352600at33208	Duplicated	chr1	7689582	7690607	+	421.2	304
352854at33208	Complete	chr2	103373845	103377752	-	344.3	280
353286at33208	Fragmented	chr4	13344681	13348544	+	232.6	221
353768at33208	Fragmented	chr1	100110817	100111767	-	230.9	239
354829at33208	Complete	chr4	6672396	6675467	+	423.6	281
354949at33208	Fragmented	chr3	86867589	86871099	-	87.1	138
355210at33208	Complete	chr3	27582733	27584400	-	242.9	332
355739at33208	Complete	chr1	67897387	67898232	-	182.4	241
356175at33208	Missing
356334at33208	Fragmented	chr2	69292653	69307146	+	206.7	386
356503at33208	Complete	chr4	57073335	57083885	-	309.1	249
357580at33208	Complete	chr3	72507440	72511613	+	314.9	251
359075at33208	Complete	chr3	130160318	130164339	-	295.8	343
359324at33208	Complete	chr1	223534792	223535736	+	233.3	208
359369at33208	Missing
359532at33208	Missing
360379at33208	Missing
360753at33208	Complete	chr4	52233545	52249084	+	256.3	207
361100at33208	Complete	chr1	220545621	220547512	-	247.1	269
361203at33208	Complete	chr4	12923033	12924269	-	222.5	292
361216at33208	Missing
363634at33208	Fragmented	chr2	165511288	165512982	-	132.9	144
363840at33208	Missing
363851at33208	Complete	chr2	46942772	46945737	+	240.1	256
364383at33208	Complete	chr4	16429890	16431098	+	408.9	334
364694at33208	Complete	chr3	112771447	112774972	-	572.5	562
365323at33208	Missing
365561at33208	Complete	chr2	187217708	187219574	+	476.0	355
365691at33208	Fragmented	chr2	186015906	186016752	+	102.8	152
366124at33208	Complete	chr1	10219672	10225580	-	190.2	204
366814at33208	Complete	chr3	60855335	60860747	-	526.3	373
366936at33208	Complete	chr3	129421264	129430373	+	393.2	206
367493at33208	Missing
367551at33208	Complete	chr2	106480928	106482301	-	485.3	374
367596at33208	Complete	chr3	117022576	117025098	-	415.7	499
367957at33208	Complete	chr3	32959376	32965430	-	415.0	282
368565at33208	Complete	chr3	111863369	111865233	-	489.8	322
368670at33208	Missing
368875at33208	Complete	chr2	16903564	16905399	-	138.5	155
371241at33208	Complete	chr2	1843359	1844277	-	151.2	174
371297at33208	Complete	chr3	131415073	131416348	+	472.6	327
371526at33208	Complete	chr4	87281636	87282636	+	429.3	235
372257at33208	Complete	chr4	7758496	7761330	+	220.3	189
372707at33208	Complete	chr1	121653555	121654636	+	279.9	246
373040at33208	Complete	chr3	81546618	81547830	-	381.4	256
376982at33208	Complete	chr4	31274859	31275788	+	450.4	251
378033at33208	Complete	chr2	141064874	141074543	-	245.6	252
378316at33208	Complete	chr4	2898608	2906656	-	449.1	273
378768at33208	Complete	chr3	129458323	129466715	-	410.2	256
378913at33208	Complete	chr1	184834333	184851140	+	203.2	148
379076at33208	Missing
379636at33208	Complete	chr3	116969241	116970346	-	226.2	267
379771at33208	Complete	chr2	161022921	161031493	-	184.3	190
380583at33208	Complete	chr1	144188980	144192579	-	352.6	271
381303at33208	Missing
382000at33208	Complete	chr4	32009794	32010714	+	121.1	214
382262at33208	Complete	chr2	3655376	3655843	-	70.7	91
382750at33208	Complete	chr4	27981404	27992488	+	349.6	317
383313at33208	Complete	chr3	94932899	94959645	-	230.2	262
384187at33208	Duplicated	chr2	49802088	49803500	-	412.0	425
384187at33208	Duplicated	chr2	49789014	49790384	-	401.1	418
386666at33208	Complete	chr1	125308210	125318392	-	83.6	145
387079at33208	Missing
387117at33208	Duplicated	chr3	109818442	109822120	+	184.8	212
387117at33208	Duplicated	chr3	111064522	111066764	+	161.5	211
387878at33208	Duplicated	chr1	16380845	16383324	-	246.6	263
387878at33208	Duplicated	chr1	16366562	16373758	+	244.4	267
389367at33208	Complete	chr3	143366798	143367703	-	370.1	242
389527at33208	Complete	chr1	235813137	235825707	+	471.7	439
389570at33208	Complete	chr2	127656287	127663283	+	403.6	289
389591at33208	Complete	chr2	116991476	116993341	-	217.3	241
390192at33208	Complete	chr2	180934631	180939989	+	293.8	275
390402at33208	Complete	chr2	18861412	18869424	+	207.9	168
391896at33208	Complete	chr2	67211031	67213321	-	400.6	262
393219at33208	Missing
393291at33208	Missing
393419at33208	Fragmented	chr2	97780430	97785650	-	151.7	136
393895at33208	Complete	chr2	61634175	61635669	-	608.6	426
395147at33208	Complete	chr1	251711354	251715143	-	344.7	269
395183at33208	Complete	chr3	87686742	87689257	-	188.5	167
395556at33208	Complete	chr4	14195529	14196491	-	225.3	223
395919at33208	Complete	chr3	118429063	118430879	-	254.4	272
395948at33208	Fragmented	chr3	49508674	49510329	-	93.0	111
396237at33208	Missing
397019at33208	Complete	chr2	157732256	157733434	-	512.4	301
397659at33208	Fragmented	chr4	69799481	69799860	+	125.0	82
398013at33208	Duplicated	chr4	83249014	83253396	-	356.8	278
398013at33208	Duplicated	chr1	200417417	200418770	+	320.1	287
398202at33208	Missing
398607at33208	Complete	chr1	73854694	73855435	-	328.2	213
399092at33208	Complete	chr1	52050745	52058667	+	194.9	150
399439at33208	Missing
400042at33208	Missing
401196at33208	Complete	chr2	119246155	119247179	+	135.2	152
401220at33208	Fragmented	chr3	31399785	31407672	+	231.2	226
401679at33208	Missing
401779at33208	Complete	chr1	172578045	172582290	+	383.9	263
403171at33208	Missing
403817at33208	Missing
404988at33208	Complete	chr2	148303833	148305221	-	159.1	305
405257at33208	Complete	chr1	198854227	198893606	-	222.3	246
406927at33208	Missing
407472at33208	Complete	chr1	219500334	219501485	-	296.2	318
409006at33208	Complete	chr3	55025921	55035354	+	291.6	279
409186at33208	Missing
411515at33208	Complete	chr2	37388174	37391014	+	263.0	229
411664at33208	Missing
411755at33208	Complete	chr1	94449727	94454989	-	388.9	316
412370at33208	Missing
412542at33208	Complete	chr4	69939998	69941001	-	214.6	202
412930at33208	Complete	chr1	134459499	134460328	-	197.3	163
413334at33208	Missing
414001at33208	Duplicated	chr3	23189771	23190830	-	366.4	271
414001at33208	Duplicated	chr3	25881887	25882944	-	339.7	282
414571at33208	Complete	chr2	27754916	27758679	-	364.2	236
414579at33208	Complete	chr2	79388575	79389255	+	236.7	207
414603at33208	Missing
415618at33208	Fragmented	chr3	33730648	33731017	-	108.4	91
416175at33208	Complete	chr3	20291151	20292002	-	284.5	251
418979at33208	Complete	chr4	9774209	9775809	-	145.1	127
419502at33208	Fragmented	chr3	118472046	118472682	-	171.4	148
419914at33208	Missing
421396at33208	Complete	chr3	27840611	27861997	-	319.6	237
421685at33208	Complete	chr4	81391785	81441388	-	155.3	160
421732at33208	Complete	chr4	39790310	39792986	-	97.0	249
422158at33208	Complete	chr1	172173936	172196955	+	297.9	225
422751at33208	Complete	chr3	36428803	36430023	+	515.2	348
423799at33208	Complete	chr1	94789080	94794127	-	227.9	215
423848at33208	Complete	chr1	107906342	107907352	+	119.1	217
424392at33208	Duplicated	chr3	136883850	136884691	+	323.6	220
424392at33208	Duplicated	chr3	140766581	140767461	-	279.7	226
424569at33208	Duplicated	chr2	46619933	46621102	+	216.1	157
424569at33208	Duplicated	chr1	124818464	124823672	-	194.9	158
424646at33208	Missing
427349at33208	Complete	chr3	61436145	61439825	+	299.6	234
427789at33208	Complete	chr1	66463868	66470815	-	420.2	382
428202at33208	Complete	chr3	45336988	45358018	-	508.8	348
428754at33208	Missing
429011at33208	Complete	chr2	27237650	27238461	+	136.3	155
429274at33208	Missing
429751at33208	Missing
430701at33208	Missing
432050at33208	Duplicated	chr1	6119744	6120708	-	295.5	234
432050at33208	Duplicated	chr1	251056236	251057295	-	295.2	234
432050at33208	Duplicated	chr1	255108492	255109551	+	293.4	234
432155at33208	Complete	chr1	143015820	143016698	+	130.8	144
432287at33208	Complete	chr3	87618630	87624879	-	149.8	237
432522at33208	Missing
433216at33208	Missing
433606at33208	Complete	chr3	98139803	98145572	+	270.2	221
434068at33208	Complete	chr2	163607500	163608815	-	352.6	314
434863at33208	Complete	chr1	149135316	149136114	+	159.4	195
435253at33208	Missing
435678at33208	Complete	chr4	39626252	39634735	+	241.7	209
435921at33208	Complete	chr1	34810134	34810598	+	156.3	106
435939at33208	Complete	chr1	244965189	244967325	-	159.9	163
436007at33208	Complete	chr4	14773600	14785657	-	437.1	377
436098at33208	Complete	chr2	186844022	186845605	+	159.7	173
436539at33208	Missing
437653at33208	Complete	chr2	40328976	40329618	-	166.9	135
438133at33208	Complete	chr1	75697528	75698610	-	440.0	292
438433at33208	Complete	chr4	77786454	77799002	-	325.1	202
438453at33208	Duplicated	chr2	118791211	118792068	+	188.5	225
438453at33208	Duplicated	chr2	118729055	118729758	+	170.0	196
439736at33208	Complete	chr3	48176943	48183591	+	261.5	278
440195at33208	Missing
440493at33208	Complete	chr1	3152598	3153970	+	237.7	273
441575at33208	Complete	chr2	28483737	28495503	-	365.0	520
442169at33208	Missing
442203at33208	Complete	chr4	86273117	86274493	-	359.0	343
442823at33208	Complete	chr1	267017928	267025928	-	152.2	246
443305at33208	Complete	chr2	182650459	182652036	-	121.6	249
443518at33208	Complete	chr3	36613465	36614634	-	320.5	235
443659at33208	Complete	chr3	88137181	88137905	-	66.5	128
443928at33208	Complete	chr1	55877794	55885642	+	422.4	290
444160at33208	Complete	chr3	2993900	2994622	+	273.6	200
444231at33208	Complete	chr1	28498976	28499476	+	55.4	125
445031at33208	Missing
445034at33208	Complete	chr3	62198147	62203737	+	251.2	280
445091at33208	Complete	chr1	209182620	209184514	+	163.7	255
446000at33208	Complete	chr1	215909880	215910452	+	262.4	182
446031at33208	Complete	chr3	1867338	1870773	+	196.8	189
447320at33208	Missing
447400at33208	Missing
448196at33208	Complete	chr2	36876644	36877449	-	269.8	217
448514at33208	Missing
449056at33208	Missing
449139at33208	Complete	chr4	18618803	18620084	-	303.1	316
449189at33208	Complete	chr2	120151985	120154756	+	451.9	388
450643at33208	Missing
450785at33208	Missing
451242at33208	Complete	chr2	92729990	92730835	+	109.2	197
451957at33208	Complete	chr1	33715163	33728372	-	363.2	359
452208at33208	Complete	chr3	33831820	33839584	+	210.6	158
452499at33208	Complete	chr4	77571615	77580191	+	289.1	208
452574at33208	Complete	chr2	97858070	97862711	-	310.9	268
453049at33208	Missing
453052at33208	Missing
453056at33208	Missing
453687at33208	Complete	chr1	67760984	67763777	+	208.6	225
454911at33208	Complete	chr2	157240514	157259848	-	370.0	590
455512at33208	Complete	chr2	173589316	173592951	+	151.7	183
455941at33208	Complete	chr2	124837694	124843577	-	165.7	181
456998at33208	Missing
457777at33208	Missing
458807at33208	Complete	chr2	172170516	172171806	+	323.9	287
458974at33208	Fragmented	chr4	7398259	7398477	-	71.4	65
458988at33208	Complete	chr3	41996830	42002578	+	123.3	310
459253at33208	Complete	chr1	44022677	44027451	-	299.9	211
460044at33208	Complete	chr2	99476151	99485265	-	164.5	258
460518at33208	Complete	chr1	145532913	145533941	-	357.4	271
461123at33208	Fragmented	chr1	238745177	238745664	+	58.4	98
461193at33208	Complete	chr4	66540155	66553504	+	192.8	198
462325at33208	Duplicated	chr2	43946715	43952293	-	213.5	213
462325at33208	Duplicated	chr1	202776899	202778059	-	189.9	294
462325at33208	Duplicated	chr1	25929254	25930363	-	189.0	294
462325at33208	Duplicated	chr1	174761686	174762856	-	187.6	294
462325at33208	Duplicated	chr2	32332465	32333583	+	186.1	294
462325at33208	Duplicated	chr4	16183252	16261312	+	185.2	294
462325at33208	Duplicated	chr1	202191114	202192283	+	185.1	294
462325at33208	Duplicated	chr1	80337206	80338309	+	183.6	294
462325at33208	Duplicated	chr1	25998636	25999739	-	183.1	294
462325at33208	Duplicated	chr1	25964848	25965954	+	183.1	294
462325at33208	Duplicated	chr4	82817008	82818111	+	183.1	294
462325at33208	Duplicated	chr1	80239478	80240584	+	182.4	294
462897at33208	Complete	chr1	188885322	188894299	-	344.7	332
463071at33208	Missing
464204at33208	Complete	chr4	86336883	86339502	+	292.3	227
464243at33208	Missing
464286at33208	Complete	chr3	98828443	98830869	+	239.5	332
464312at33208	Complete	chr2	37181812	37196968	+	225.1	320
464987at33208	Duplicated	chr2	133261872	133262558	-	129.4	147
464987at33208	Duplicated	chr2	165169950	165170629	-	116.4	136
465092at33208	Complete	chr3	54930546	54931479	-	345.0	221
465401at33208	Missing
465512at33208	Fragmented	chr1	182872127	182873174	-	106.3	122
465651at33208	Missing
465703at33208	Complete	chr2	82034811	82036690	+	217.0	161
465933at33208	Complete	chr1	2142882	2144813	+	315.3	240
466616at33208	Fragmented	chr4	29407487	29407849	-	90.8	102
466942at33208	Complete	chr2	114234141	114234884	+	73.5	206
467106at33208	Complete	chr1	50672675	50673900	-	323.7	254
467142at33208	Fragmented	chr2	126340841	126341309	+	93.8	104
467744at33208	Complete	chr2	133477090	133485387	-	231.1	243
468248at33208	Complete	chr3	112115160	112117606	-	280.3	240
468359at33208	Fragmented	chr2	79795737	79803476	-	162.5	128
468631at33208	Complete	chr1	225102513	225107564	-	118.2	128
468710at33208	Fragmented	chr1	196808730	196809041	-	101.3	92
468757at33208	Complete	chr1	246581899	246583659	+	269.7	235
469367at33208	Complete	chr2	153922218	153937189	+	266.1	271
470197at33208	Missing
470523at33208	Complete	chr4	79519289	79520096	+	204.1	195
471608at33208	Complete	chr2	78017688	78018632	+	236.7	212
471787at33208	Complete	chr1	208417633	208419733	-	323.4	272
472313at33208	Complete	chr3	109963865	109977374	-	338.5	249
472352at33208	Complete	chr4	52661043	52661755	-	127.0	143
473106at33208	Complete	chr4	3549729	3550949	-	288.2	309
474144at33208	Fragmented	chr4	1474229	1474756	+	205.7	153
474302at33208	Missing
474387at33208	Complete	chr1	251363411	251367747	-	176.6	197
