# BUSCO version is: 5.0.0 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
305260at33208	Complete	chr2_h2	219044584	219049326	-	475.7	334
306101at33208	Complete	chr1_h2	291625610	291642908	-	278.2	290
307109at33208	Complete	chr1_h2	295739197	295752491	+	444.4	342
308610at33208	Complete	chr3_h2	127350148	127351852	-	450.1	338
311438at33208	Missing
311758at33208	Complete	h2tg000210l	238914	240563	+	436.5	467
311761at33208	Missing
312577at33208	Complete	chr2_h2	19796371	19797848	+	157.9	211
313091at33208	Fragmented	chr2_h2	240209928	240212028	+	165.3	196
315044at33208	Complete	chr1_h2	213347254	213353427	-	374.7	334
315393at33208	Complete	chr1_h2	272442736	272477850	-	482.0	328
317470at33208	Missing
318483at33208	Complete	chr1_h2	108693573	108698025	+	318.7	267
318532at33208	Complete	chr1_h2	191829530	191830679	+	510.1	315
319574at33208	Complete	chr1_h2	47581313	47582351	-	264.9	236
320390at33208	Complete	chr1_h2	245656601	245658820	-	244.7	440
321332at33208	Missing
323399at33208	Missing
323473at33208	Duplicated	chr3_h2	113377552	113384033	+	387.6	283
323473at33208	Duplicated	h2tg000416l	56527	63008	+	387.6	283
324249at33208	Complete	chr1_h2	5113581	5114459	-	118.4	239
325183at33208	Complete	chr2_h2	11010838	11013378	+	534.4	345
327301at33208	Missing
331112at33208	Complete	chr2_h2	53438115	53439703	-	528.2	390
331186at33208	Missing
332870at33208	Complete	chr1_h2	163741789	163742690	+	108.5	164
333062at33208	Complete	chr3_h2	578609	580603	+	409.1	307
333800at33208	Fragmented	chr3_h2	123481399	123484326	-	245.9	268
334272at33208	Missing
334331at33208	Duplicated	chr3_h2	74254523	74256052	-	437.0	442
334331at33208	Duplicated	chr3_h2	89629633	89631237	-	398.9	458
334336at33208	Complete	chr3_h2	23134770	23143071	+	513.4	363
334342at33208	Missing
334764at33208	Complete	chr2_h2	13017176	13023789	-	349.9	289
334820at33208	Complete	chr1_h2	180687934	180693004	-	334.5	297
335107at33208	Complete	chr1_h2	222013094	222014056	-	287.7	250
336647at33208	Missing
338191at33208	Complete	chr1_h2	266386796	266388760	-	510.2	512
338482at33208	Complete	chr1_h2	269458453	269460055	+	259.1	365
339127at33208	Complete	chr4_h2	14389002	14397328	+	233.0	238
339319at33208	Fragmented	chr3_h2	17615702	17615950	+	58.9	75
340558at33208	Complete	chr1_h2	124929229	124930143	-	145.6	273
340577at33208	Complete	chr4_h2	47925505	47941613	-	414.6	447
344338at33208	Complete	chr1_h2	126836007	126837050	+	361.7	308
344346at33208	Fragmented	chr2_h2	230082857	230083378	-	53.0	117
344442at33208	Complete	chr3_h2	23933072	23934157	-	181.8	220
344581at33208	Complete	chr4_h2	19707536	19712199	+	252.3	241
344611at33208	Missing
345099at33208	Complete	chr1_h2	264483545	264486165	+	336.6	622
345959at33208	Complete	chr1_h2	272546458	272547177	-	62.8	182
346541at33208	Complete	chr3_h2	68029820	68054908	-	224.3	311
347600at33208	Complete	chr1_h2	114420359	114421886	+	370.3	301
348449at33208	Complete	chr1_h2	287834961	287844346	-	158.8	162
348544at33208	Duplicated	chr4_h2	14763803	14764902	+	280.9	300
348544at33208	Duplicated	chr1_h2	152524234	152532145	+	278.2	307
348544at33208	Duplicated	chr1_h2	152394844	152396124	+	276.1	309
348761at33208	Missing
349064at33208	Complete	chr2_h2	145618068	145643541	+	319.6	270
349627at33208	Complete	chr1_h2	222127967	222129194	+	119.4	263
351226at33208	Missing
352600at33208	Duplicated	chr2_h2	18436703	18437740	-	446.6	295
352600at33208	Duplicated	chr2_h2	12205946	12206971	+	434.8	295
352854at33208	Complete	chr3_h2	105372429	105377989	-	321.2	280
353286at33208	Fragmented	chr1_h2	303594764	303598771	+	231.6	215
353768at33208	Fragmented	chr2_h2	76084074	76085018	+	226.0	241
354829at33208	Complete	chr1_h2	325036836	325038920	-	389.5	247
354949at33208	Fragmented	chr1_h2	239574699	239577467	+	92.5	103
355210at33208	Complete	chr1_h2	40131701	40133329	-	242.8	302
355739at33208	Complete	chr2_h2	44561595	44562470	+	183.5	235
356175at33208	Missing
356334at33208	Fragmented	chr3_h2	10660737	10667325	-	147.9	197
356503at33208	Complete	chr1_h2	74792308	74821247	-	309.8	249
357580at33208	Complete	chr1_h2	247563870	247565526	+	306.5	251
359075at33208	Complete	chr1_h2	21384992	21389131	+	296.5	335
359324at33208	Duplicated	chr2_h2	67870281	67871210	-	233.4	208
359324at33208	Duplicated	h2tg000330l	6012	6941	-	233.4	208
359369at33208	Missing
359532at33208	Missing
360379at33208	Missing
360753at33208	Complete	chr1_h2	138746872	138750106	+	260.3	209
361100at33208	Complete	chr2_h2	32462374	32467184	-	246.2	269
361203at33208	Complete	chr1_h2	222282629	222283925	+	249.8	314
361216at33208	Missing
363634at33208	Fragmented	chr4_h2	43966919	43968980	-	128.1	142
363840at33208	Missing
363851at33208	Complete	chr3_h2	7694994	7697527	-	262.0	300
364383at33208	Complete	chr1_h2	157568332	157569539	+	407.4	334
364694at33208	Complete	chr1_h2	240924267	240927557	-	585.5	576
365323at33208	Missing
365561at33208	Complete	chr3_h2	128962359	128964055	+	490.7	355
365691at33208	Fragmented	chr3_h2	128009931	128010896	-	101.7	152
366124at33208	Missing
366814at33208	Complete	chr1_h2	286226698	286231447	-	523.6	373
366936at33208	Complete	chr1_h2	22368525	22384011	-	422.8	215
367493at33208	Missing
367551at33208	Complete	chr3_h2	108886679	108887998	-	481.3	374
367596at33208	Complete	chr1_h2	167586191	167588710	-	410.1	517
367957at33208	Complete	chr1_h2	47563644	47567959	-	372.0	275
368565at33208	Complete	chr1_h2	264517407	264519098	+	456.9	282
368670at33208	Missing
368875at33208	Complete	chr3_h2	47601338	47603357	+	135.6	155
371241at33208	Complete	chr3_h2	82331176	82332353	+	159.3	143
371297at33208	Complete	chr1_h2	20134244	20135479	-	474.0	324
371526at33208	Complete	chr1_h2	216543046	216544152	+	427.9	235
372257at33208	Complete	chr1_h2	63377626	63380941	+	221.9	194
372707at33208	Complete	chr2_h2	129551114	129552099	-	285.8	220
373040at33208	Complete	chr1_h2	261559385	261560598	+	390.9	256
376982at33208	Complete	chr1_h2	91758997	91759926	-	450.4	251
378033at33208	Complete	chr4_h2	7258409	7265722	-	241.1	255
378316at33208	Complete	chr1_h2	329557350	329568691	-	443.8	273
378768at33208	Complete	chr1_h2	22315560	22326755	+	409.1	256
378913at33208	Complete	chr2_h2	162602181	162615070	+	204.6	150
379076at33208	Fragmented	chr3_h2	13424024	13424260	-	56.6	74
379636at33208	Complete	chr1_h2	167439360	167440304	-	202.5	214
379771at33208	Complete	chr4_h2	20760798	20769161	-	206.1	250
380583at33208	Complete	chr2_h2	111663211	111664800	+	352.8	271
381303at33208	Missing
382000at33208	Complete	chr1_h2	90765784	90766806	-	117.6	237
382262at33208	Complete	chr3_h2	78274400	78274861	-	69.0	93
382750at33208	Complete	chr1_h2	96627439	96639444	-	354.4	317
383313at33208	Complete	chr1_h2	292192452	292214582	-	250.7	261
384187at33208	Complete	chr3_h2	26933115	26934527	-	408.7	419
386666at33208	Fragmented	chr2_h2	99636196	99648531	-	25.5	91
387079at33208	Missing
387117at33208	Duplicated	chr1_h2	170339962	170344566	-	184.6	212
387117at33208	Duplicated	chr1_h2	168330635	168334625	-	164.0	212
387878at33208	Duplicated	chr2_h2	233425367	233428045	-	238.2	270
387878at33208	Duplicated	chr2_h2	233404436	233413877	+	233.3	268
389367at33208	Complete	chr1_h2	2745915	2746820	+	368.7	242
389527at33208	Complete	chr2_h2	197060102	197072962	-	461.0	440
389570at33208	Complete	chr2_h2	41549772	41557812	-	400.0	322
389591at33208	Complete	chr3_h2	90850710	90853124	+	209.0	220
390192at33208	Complete	chr3_h2	122016534	122019958	+	299.2	290
390402at33208	Complete	chr3_h2	49183864	49191758	+	210.0	193
391896at33208	Duplicated	chr3_h2	12594012	12596770	+	402.2	262
391896at33208	Duplicated	h2tg000320l	8242	11000	+	402.2	262
393219at33208	Missing
393291at33208	Missing
393419at33208	Missing
393895at33208	Duplicated	chr3_h2	23625185	23626680	-	610.9	417
393895at33208	Duplicated	chr3_h2	23601440	23602824	-	593.2	408
395147at33208	Complete	chr2_h2	19612009	19616581	+	329.7	233
395183at33208	Complete	chr1_h2	205303899	205306013	-	199.1	167
395556at33208	Complete	chr1_h2	304825411	304826385	-	224.2	222
395919at33208	Complete	chr1_h2	267901638	267903106	-	248.5	250
395948at33208	Fragmented	chr1_h2	235068671	235070416	+	102.9	125
396237at33208	Missing
397019at33208	Complete	chr4_h2	18031009	18032210	-	514.4	320
397659at33208	Fragmented	chr1_h2	313268893	313273043	+	186.7	175
398013at33208	Duplicated	chr1_h2	68178950	68183763	+	354.3	278
398013at33208	Duplicated	chr2_h2	176263417	176264740	-	324.2	288
398202at33208	Missing
398607at33208	Complete	chr2_h2	50926437	50927177	+	329.3	213
399092at33208	Duplicated	chr1_h2	76391094	76391855	-	152.0	164
399092at33208	Duplicated	chr1_h2	252962648	252963403	-	151.3	162
399092at33208	Duplicated	chr1_h2	252970688	252971443	-	151.0	162
399092at33208	Duplicated	chr1_h2	253018851	253019606	+	150.0	162
399092at33208	Duplicated	chr1_h2	76396050	76396727	-	149.9	164
399092at33208	Duplicated	chr1_h2	76384310	76385065	-	147.4	164
399092at33208	Duplicated	chr1_h2	76354526	76355050	+	144.6	159
399439at33208	Missing
400042at33208	Missing
401196at33208	Complete	chr3_h2	88933747	88934685	-	126.9	143
401220at33208	Fragmented	chr1_h2	45834927	45841098	+	227.8	195
401679at33208	Missing
401779at33208	Complete	chr2_h2	166380433	166382076	+	381.9	263
403171at33208	Missing
403817at33208	Fragmented	chr4_h2	42901533	42901844	+	24.3	45
404988at33208	Complete	chr4_h2	11124523	11125908	-	157.9	293
405257at33208	Complete	chr2_h2	178583442	178603383	+	225.4	244
406927at33208	Complete	chr4_h2	47706768	47707379	+	63.0	145
407472at33208	Complete	chr2_h2	192740863	192742008	-	276.3	319
409006at33208	Complete	chr1_h2	13356545	13362739	+	292.6	250
409186at33208	Missing
411515at33208	Complete	chr3_h2	68362627	68364199	+	266.8	226
411664at33208	Missing
411755at33208	Complete	chr2_h2	81555317	81561882	+	390.0	316
412370at33208	Missing
412542at33208	Complete	chr1_h2	143591847	143592758	+	219.5	201
412930at33208	Complete	chr2_h2	95737026	95741294	-	236.4	238
413334at33208	Missing
414001at33208	Duplicated	chr1_h2	38297398	38298462	-	355.6	273
414001at33208	Duplicated	chr1_h2	32764408	32765446	-	334.9	271
414571at33208	Complete	chr3_h2	62119162	62122215	+	357.7	237
414579at33208	Complete	chr4_h2	28559495	28560175	-	233.0	207
414603at33208	Missing
415618at33208	Fragmented	chr1_h2	48685981	48686353	-	106.6	92
416175at33208	Complete	chr1_h2	28556744	28557613	-	286.1	261
418979at33208	Complete	chr1_h2	64801148	64803193	+	150.4	129
419502at33208	Complete	chr1_h2	267990602	267991280	-	173.9	150
419914at33208	Missing
421396at33208	Complete	chr1_h2	40972811	40984470	-	317.6	237
421685at33208	Fragmented	chr1_h2	294231120	294289423	+	149.5	156
421732at33208	Missing
422158at33208	Complete	chr2_h2	166058421	166081924	+	328.5	279
422751at33208	Complete	chr1_h2	52454583	52455806	+	513.8	348
423799at33208	Complete	chr2_h2	81056953	81061391	+	242.8	219
423848at33208	Complete	chr2_h2	115246278	115247189	-	120.7	217
424392at33208	Duplicated	chr1_h2	199131990	199132835	-	321.1	220
424392at33208	Duplicated	chr1_h2	9528401	9529283	+	284.5	227
424569at33208	Complete	chr3_h2	9204055	9205253	+	233.7	157
424646at33208	Missing
427349at33208	Complete	chr1_h2	187276461	187295802	-	277.4	231
427789at33208	Complete	chr2_h2	45787194	45796529	+	377.7	336
428202at33208	Complete	chr1_h2	275837346	275853354	+	492.6	346
428754at33208	Missing
429011at33208	Complete	chr3_h2	62883415	62884228	-	126.2	154
429274at33208	Complete	chr2_h2	139567161	139567713	-	146.9	140
429751at33208	Missing
430701at33208	Missing
432050at33208	Duplicated	chr2_h2	11242392	11243359	-	303.5	234
432050at33208	Duplicated	chr2_h2	15655372	15656425	-	292.7	234
432155at33208	Complete	chr2_h2	117292538	117293416	-	132.3	152
432287at33208	Complete	chr1_h2	204972697	204975396	-	122.4	229
432522at33208	Missing
433216at33208	Missing
433606at33208	Complete	chr1_h2	210173600	210178166	+	268.1	221
434068at33208	Complete	chr4_h2	43363678	43364978	-	331.6	308
434863at33208	Complete	chr2_h2	82749899	82750689	-	162.1	192
435253at33208	Missing
435678at33208	Complete	chr1_h2	79698663	79705631	-	211.8	188
435921at33208	Complete	chr2_h2	42875555	42876019	+	156.2	106
435939at33208	Complete	chr2_h2	37690233	37691581	+	168.0	164
436007at33208	Complete	chr1_h2	305580045	305582886	-	365.6	282
436098at33208	Complete	chr3_h2	128663210	128664769	-	199.8	195
436539at33208	Missing
437653at33208	Complete	chr3_h2	70214719	70215355	+	167.2	134
438133at33208	Complete	chr2_h2	211961780	211962862	-	436.7	291
438433at33208	Duplicated	chr1_h2	299218023	299218838	+	320.9	202
438433at33208	Duplicated	chr1_h2	299238010	299238651	+	310.6	190
438453at33208	Complete	chr1_h2	326075862	326076719	-	189.0	225
439736at33208	Complete	chr1_h2	177605586	177618410	-	283.4	378
440195at33208	Missing
440493at33208	Complete	chr2_h2	4967563	4968927	+	238.2	270
441575at33208	Complete	chr3_h2	61195051	61204154	+	377.6	519
442169at33208	Missing
442203at33208	Complete	chr1_h2	213522916	213524280	-	359.1	343
442823at33208	Complete	chr2_h2	264318691	264338805	-	159.3	247
443305at33208	Fragmented	chr3_h2	95450463	95450954	+	70.7	128
443518at33208	Complete	chr1_h2	52636416	52640257	-	308.1	261
443659at33208	Complete	chr1_h2	206037381	206038271	-	85.0	129
443928at33208	Complete	chr2_h2	206050864	206057986	+	405.5	290
444160at33208	Complete	chr1_h2	115565985	115566734	+	277.3	175
444231at33208	Fragmented	chr2_h2	26841084	26841439	+	48.5	80
445031at33208	Missing
445034at33208	Complete	chr1_h2	287983576	287990182	+	253.2	280
445091at33208	Complete	chr2_h2	181931282	181933175	+	157.6	227
446000at33208	Complete	chr2_h2	188728220	188728783	+	259.6	179
446031at33208	Complete	chr1_h2	114050034	114055009	+	230.8	226
447320at33208	Fragmented	chr2_h2	203558841	203559119	+	53.7	72
447400at33208	Missing
448196at33208	Complete	chr3_h2	67841090	67841895	-	280.3	217
448514at33208	Missing
449056at33208	Missing
449139at33208	Complete	chr1_h2	182645762	182647056	+	304.7	316
449189at33208	Complete	chr3_h2	88111065	88113239	-	453.8	390
450643at33208	Missing
450785at33208	Complete	chr3_h2	11725419	11731867	-	96.0	105
451242at33208	Complete	chr3_h2	110363659	110364522	+	105.7	196
451957at33208	Complete	chr2_h2	31730428	31745800	+	352.6	360
452208at33208	Duplicated	chr1_h2	48794355	48801217	+	211.1	158
452208at33208	Duplicated	chr4_h2	42205656	42207219	+	195.0	185
452499at33208	Complete	chr1_h2	299746464	299757905	-	302.3	215
452574at33208	Missing
453049at33208	Missing
453052at33208	Missing
453056at33208	Missing
453687at33208	Complete	chr2_h2	44655390	44659652	-	222.1	262
454911at33208	Complete	chr4_h2	17662749	17665002	-	242.9	323
455512at33208	Complete	chr3_h2	116226114	116227139	+	145.0	178
455941at33208	Complete	chr3_h2	103682709	103684071	-	152.8	170
456998at33208	Missing
457777at33208	Complete	chr2_h2	197604054	197608271	-	131.1	186
458807at33208	Complete	chr3_h2	114673956	114675304	+	313.4	262
