# BUSCO version is: 5.3.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
147873at33208	Complete	dd_Smes_g4_11	5849111	5851069	+	592.5	552
148067at33208	Missing
148325at33208	Complete	dd_Smes_g4_223	751218	753897	-	225.8	276
152327at33208	Missing
152977at33208	Complete	dd_Smes_g4_25	24768	26928	-	215.3	287
153034at33208	Complete	dd_Smes_g4_114	618432	622662	-	510.2	500
157109at33208	Complete	dd_Smes_g4_157	1230353	1231167	-	84.5	200
157138at33208	Missing
158845at33208	Fragmented	dd_Smes_g4_267	17864	18490	+	90.3	121
158962at33208	Complete	dd_Smes_g4_13	3682841	3730267	+	508.4	549
162821at33208	Complete	dd_Smes_g4_16	6743140	6754916	+	555.0	432
164767at33208	Complete	dd_Smes_g4_265	227346	229665	-	363.9	564
166097at33208	Complete	dd_Smes_g4_131	1346074	1353831	+	708.7	491
168850at33208	Complete	dd_Smes_g4_31	4673806	4692659	-	472.8	394
168924at33208	Duplicated	dd_Smes_g4_209	442809	446361	+	285.3	221
168924at33208	Duplicated	dd_Smes_g4_340	8643	12194	-	285.3	221
169864at33208	Missing
172677at33208	Fragmented	dd_Smes_g4_134	1417107	1417508	+	99.0	93
176247at33208	Complete	dd_Smes_g4_33	580628	672780	-	223.6	205
177718at33208	Complete	dd_Smes_g4_50	413544	415064	+	277.9	393
177858at33208	Complete	dd_Smes_g4_111	1842719	1845836	-	846.5	587
178537at33208	Complete	dd_Smes_g4_13	3755189	3759478	-	912.6	465
179485at33208	Complete	dd_Smes_g4_104	632377	637068	-	463.4	363
180808at33208	Complete	dd_Smes_g4_70	992607	1011452	+	762.1	480
182834at33208	Complete	dd_Smes_g4_185	602448	609377	-	277.6	316
184508at33208	Complete	dd_Smes_g4_21	4433281	4434969	+	575.1	477
184717at33208	Complete	dd_Smes_g4_55	158332	160275	-	801.9	505
186208at33208	Complete	dd_Smes_g4_1	15858618	15866286	-	599.3	617
186707at33208	Missing
187280at33208	Complete	dd_Smes_g4_8	9470072	9486636	+	537.1	423
189414at33208	Duplicated	dd_Smes_g4_44	1480549	1482087	-	94.7	336
189414at33208	Duplicated	dd_Smes_g4_38	180396	181913	+	92.3	350
190726at33208	Complete	dd_Smes_g4_17	2273583	2275649	-	472.0	407
191938at33208	Missing
192250at33208	Duplicated	dd_Smes_g4_4	10949751	10951484	-	290.7	308
192250at33208	Duplicated	dd_Smes_g4_4	11060733	11061920	+	288.7	302
194754at33208	Complete	dd_Smes_g4_2	6498770	6541885	+	1002.8	773
195986at33208	Complete	dd_Smes_g4_257	284442	286748	-	517.0	590
196950at33208	Fragmented	dd_Smes_g4_2	5897617	5900031	+	260.0	295
197549at33208	Complete	dd_Smes_g4_39	2472749	2474254	-	124.7	374
197652at33208	Complete	dd_Smes_g4_116	782748	784848	+	676.5	426
200997at33208	Complete	dd_Smes_g4_246	185675	193220	-	467.3	472
201397at33208	Complete	dd_Smes_g4_21	3722429	3734213	-	613.7	474
202545at33208	Complete	dd_Smes_g4_69	1507973	1519819	+	416.3	375
203128at33208	Complete	dd_Smes_g4_36	4133334	4141663	+	821.2	438
203698at33208	Missing
205220at33208	Missing
206786at33208	Complete	dd_Smes_g4_116	564162	565812	+	348.6	373
206858at33208	Complete	dd_Smes_g4_4	7193420	7195684	-	440.4	505
207599at33208	Complete	dd_Smes_g4_149	292425	293915	+	423.8	377
208219at33208	Fragmented	dd_Smes_g4_2	13514227	13515114	-	72.3	205
210614at33208	Complete	dd_Smes_g4_120	629664	640731	-	196.1	375
212972at33208	Complete	dd_Smes_g4_8	5241162	5242226	+	138.3	274
214788at33208	Complete	dd_Smes_g4_82	663694	673601	+	286.9	309
215654at33208	Complete	dd_Smes_g4_124	341062	345179	+	471.6	401
216257at33208	Missing
216563at33208	Fragmented	dd_Smes_g4_3	5218520	5221080	+	49.7	98
218441at33208	Complete	dd_Smes_g4_40	2999132	3000093	-	220.2	221
219795at33208	Complete	dd_Smes_g4_181	723823	727938	-	225.3	349
219856at33208	Complete	dd_Smes_g4_7	5373876	5376475	-	568.5	394
222489at33208	Complete	dd_Smes_g4_134	1506331	1507662	+	541.9	349
223234at33208	Complete	dd_Smes_g4_33	3431602	3433008	+	210.2	312
224280at33208	Complete	dd_Smes_g4_21	3053789	3055952	+	716.8	439
226335at33208	Complete	dd_Smes_g4_23	1249443	1254904	-	539.2	363
226941at33208	Complete	dd_Smes_g4_85	283168	291360	+	490.7	380
227087at33208	Fragmented	dd_Smes_g4_217	362620	365330	+	132.3	143
227453at33208	Missing
227979at33208	Complete	dd_Smes_g4_371	49313	61181	-	348.2	402
231157at33208	Complete	dd_Smes_g4_4	2352660	2374874	-	401.8	385
231700at33208	Complete	dd_Smes_g4_17	4638205	4640827	-	187.3	354
234290at33208	Complete	dd_Smes_g4_10	4353523	4360061	+	360.5	291
235149at33208	Complete	dd_Smes_g4_133	1454051	1456432	-	238.8	360
235430at33208	Missing
235458at33208	Complete	dd_Smes_g4_69	196878	201229	+	340.0	326
239016at33208	Duplicated	dd_Smes_g4_119	122424	124120	-	193.1	352
239016at33208	Duplicated	dd_Smes_g4_119	168928	170628	-	187.2	392
239016at33208	Duplicated	dd_Smes_g4_293	31920	33617	+	184.9	392
239149at33208	Missing
239597at33208	Missing
240437at33208	Complete	dd_Smes_g4_1	14710259	14711307	+	292.3	237
244863at33208	Complete	dd_Smes_g4_18	6133408	6135702	+	329.4	535
245482at33208	Complete	dd_Smes_g4_231	692548	694146	+	317.5	379
245567at33208	Complete	dd_Smes_g4_96	411504	413641	-	351.9	434
246241at33208	Complete	dd_Smes_g4_49	1340917	1342357	+	441.6	369
247183at33208	Complete	dd_Smes_g4_27	3594284	3619274	+	764.8	586
247905at33208	Complete	dd_Smes_g4_50	2397237	2398877	-	204.7	362
249486at33208	Complete	dd_Smes_g4_26	3554392	3557723	+	287.9	347
251076at33208	Complete	dd_Smes_g4_11	4576669	4585489	-	522.0	314
251577at33208	Fragmented	dd_Smes_g4_81	1722254	1722670	+	67.0	136
255117at33208	Fragmented	dd_Smes_g4_3	4416905	4426603	+	429.1	402
255242at33208	Fragmented	dd_Smes_g4_30	2218392	2219477	-	172.2	154
255924at33208	Missing
257141at33208	Complete	dd_Smes_g4_30	1040124	1052380	+	205.2	205
257339at33208	Complete	dd_Smes_g4_64	1931090	1932956	-	239.1	311
259581at33208	Complete	dd_Smes_g4_142	1093844	1095445	-	53.0	297
260752at33208	Complete	dd_Smes_g4_18	5805656	5815157	-	226.4	349
261284at33208	Complete	dd_Smes_g4_158	1061529	1068780	-	184.1	318
261614at33208	Missing
262757at33208	Complete	dd_Smes_g4_216	872339	874107	+	247.4	294
266460at33208	Complete	dd_Smes_g4_72	109890	111901	+	498.4	445
266469at33208	Missing
266808at33208	Complete	dd_Smes_g4_12	6260175	6270003	-	478.8	320
267439at33208	Complete	dd_Smes_g4_12	3747857	3749372	+	568.3	403
268134at33208	Complete	dd_Smes_g4_45	183627	312811	-	222.2	207
268397at33208	Complete	dd_Smes_g4_217	115860	227063	+	501.6	492
270594at33208	Complete	dd_Smes_g4_33	2929662	2931000	-	218.3	347
271297at33208	Complete	dd_Smes_g4_277	216076	232257	-	277.4	231
271742at33208	Complete	dd_Smes_g4_1	12155492	12161318	+	540.7	396
272605at33208	Missing
273040at33208	Complete	dd_Smes_g4_3	6468849	6470183	-	147.1	112
273367at33208	Fragmented	dd_Smes_g4_24	2548291	2548491	-	32.9	40
273989at33208	Complete	dd_Smes_g4_130	365091	367202	+	402.5	379
274044at33208	Fragmented	dd_Smes_g4_213	733995	734863	-	255.4	240
274064at33208	Complete	dd_Smes_g4_18	1934857	1935582	-	86.2	222
274769at33208	Complete	dd_Smes_g4_23	3741649	3743100	-	437.5	379
274992at33208	Complete	dd_Smes_g4_231	706600	709306	+	530.4	325
277935at33208	Fragmented	dd_Smes_g4_11	3120548	3122851	+	200.0	317
278227at33208	Complete	dd_Smes_g4_38	4717784	4720109	-	328.4	334
279631at33208	Complete	dd_Smes_g4_189	998672	1002785	+	449.5	569
279992at33208	Complete	dd_Smes_g4_21	859914	862621	+	331.5	325
280914at33208	Missing
281304at33208	Complete	dd_Smes_g4_82	590136	607055	+	246.1	326
281693at33208	Missing
283637at33208	Complete	dd_Smes_g4_190	530640	531950	+	585.5	361
284059at33208	Complete	dd_Smes_g4_313	118368	124168	+	314.9	272
285146at33208	Complete	dd_Smes_g4_38	87486	91248	-	250.4	237
285902at33208	Fragmented	dd_Smes_g4_24	5765500	5773497	-	200.3	212
285966at33208	Complete	dd_Smes_g4_205	452377	490107	-	256.2	258
286553at33208	Complete	dd_Smes_g4_20	5270993	5292425	-	196.7	273
289235at33208	Complete	dd_Smes_g4_18	274114	277157	+	171.1	232
289928at33208	Complete	dd_Smes_g4_64	2514790	2521627	-	280.1	287
291505at33208	Complete	dd_Smes_g4_85	537220	539592	+	485.0	436
291875at33208	Missing
295556at33208	Missing
295775at33208	Complete	dd_Smes_g4_26	4583038	4608724	-	247.4	239
300303at33208	Complete	dd_Smes_g4_4	6749631	6752066	+	104.8	220
301572at33208	Complete	dd_Smes_g4_158	741906	743267	-	400.3	369
302186at33208	Missing
302279at33208	Complete	dd_Smes_g4_60	3379091	3382767	-	488.7	303
302921at33208	Missing
303117at33208	Missing
304388at33208	Missing
305260at33208	Complete	dd_Smes_g4_13	5257068	5261810	+	475.7	334
306101at33208	Complete	dd_Smes_g4_140	293663	310980	-	278.1	290
307109at33208	Complete	dd_Smes_g4_47	1747536	1760819	-	444.4	342
308610at33208	Complete	dd_Smes_g4_134	645838	647542	-	450.1	338
311438at33208	Missing
311758at33208	Duplicated	dd_Smes_g4_340	144001	145650	-	436.5	467
311758at33208	Duplicated	dd_Smes_g4_209	360336	361877	+	393.5	430
311761at33208	Missing
312577at33208	Complete	dd_Smes_g4_3	1573537	1575014	+	157.9	211
313091at33208	Fragmented	dd_Smes_g4_2	11719907	11722007	-	165.3	196
315044at33208	Duplicated	dd_Smes_g4_367	81638	87803	+	374.7	334
315044at33208	Duplicated	dd_Smes_g4_316	211700	217884	+	373.6	334
315393at33208	Complete	dd_Smes_g4_50	2717205	2752500	-	482.8	329
317470at33208	Complete	dd_Smes_g4_112	446868	449983	+	255.5	262
318483at33208	Complete	dd_Smes_g4_102	1047562	1052050	-	318.7	267
318532at33208	Complete	dd_Smes_g4_217	298983	300132	-	510.1	315
319574at33208	Duplicated	dd_Smes_g4_80	28941	29979	-	264.9	236
319574at33208	Duplicated	dd_Smes_g4_80	580968	582006	+	264.9	236
320390at33208	Complete	dd_Smes_g4_32	2196567	2198777	-	244.3	400
321332at33208	Missing
323399at33208	Missing
323473at33208	Complete	dd_Smes_g4_24	3845614	3852095	-	387.6	283
324249at33208	Complete	dd_Smes_g4_160	964237	965115	+	118.4	239
325183at33208	Complete	dd_Smes_g4_38	2331373	2333913	-	534.4	345
327301at33208	Missing
331112at33208	Complete	dd_Smes_g4_10	1508878	1510466	+	528.2	390
331186at33208	Missing
332870at33208	Complete	dd_Smes_g4_240	663442	664343	-	108.5	164
333062at33208	Complete	dd_Smes_g4_231	23834	25828	-	409.1	307
333800at33208	Fragmented	dd_Smes_g4_173	573523	576450	+	245.9	268
334272at33208	Missing
334331at33208	Duplicated	dd_Smes_g4_55	1913442	1914971	-	437.0	442
334331at33208	Duplicated	dd_Smes_g4_1	4009847	4011361	+	399.0	452
334336at33208	Complete	dd_Smes_g4_63	2372684	2380968	-	513.4	363
334342at33208	Missing
334764at33208	Complete	dd_Smes_g4_38	266575	273188	+	349.9	289
334820at33208	Complete	dd_Smes_g4_33	3574644	3579718	+	334.1	300
335107at33208	Complete	dd_Smes_g4_185	501043	502005	-	287.9	250
336647at33208	Missing
338191at33208	Complete	dd_Smes_g4_82	1817858	1819822	+	510.2	512
338482at33208	Missing
339127at33208	Complete	dd_Smes_g4_147	882233	890559	+	233.0	238
339319at33208	Fragmented	dd_Smes_g4_228	71299	71547	-	58.9	75
340558at33208	Complete	dd_Smes_g4_93	1907755	1908669	+	145.6	273
340577at33208	Complete	dd_Smes_g4_131	1329400	1345506	-	414.6	447
344338at33208	Complete	dd_Smes_g4_93	217815	218858	-	361.7	308
344346at33208	Fragmented	dd_Smes_g4_17	6422391	6422912	-	53.0	117
344442at33208	Complete	dd_Smes_g4_63	1532509	1533594	+	181.8	220
344581at33208	Complete	dd_Smes_g4_90	1305961	1308144	+	251.3	215
344611at33208	Missing
345099at33208	Duplicated	dd_Smes_g4_386	111155	113775	-	342.6	622
345099at33208	Duplicated	dd_Smes_g4_238	43669	46289	-	338.8	622
345959at33208	Complete	dd_Smes_g4_50	2837970	2838539	-	64.6	176
346541at33208	Complete	dd_Smes_g4_20	2918999	2944087	-	224.3	311
347600at33208	Complete	dd_Smes_g4_19	941422	942949	+	370.3	301
348449at33208	Complete	dd_Smes_g4_16	3446685	3456070	+	158.8	162
348544at33208	Duplicated	dd_Smes_g4_147	1257039	1258138	+	280.9	300
348544at33208	Duplicated	dd_Smes_g4_226	564307	572216	+	278.2	307
348544at33208	Duplicated	dd_Smes_g4_144	984520	985806	-	278.1	304
348544at33208	Duplicated	dd_Smes_g4_226	434923	436203	+	276.1	309
348761at33208	Missing
349064at33208	Complete	dd_Smes_g4_123	70107	95574	-	319.6	270
349627at33208	Complete	dd_Smes_g4_370	154662	155889	-	119.4	263
351226at33208	Missing
352600at33208	Duplicated	dd_Smes_g4_3	134823	135860	-	446.6	295
352600at33208	Duplicated	dd_Smes_g4_38	1082424	1083449	-	434.8	295
352854at33208	Complete	dd_Smes_g4_14	2713919	2719479	+	321.2	280
353286at33208	Fragmented	dd_Smes_g4_255	468422	472488	+	231.6	215
353768at33208	Fragmented	dd_Smes_g4_89	1564865	1565809	-	226.0	241
354829at33208	Complete	dd_Smes_g4_271	91829	93913	+	389.5	247
354949at33208	Fragmented	dd_Smes_g4_145	1015453	1018489	+	92.5	103
355210at33208	Complete	dd_Smes_g4_45	937600	939228	+	242.8	302
355739at33208	Complete	dd_Smes_g4_91	2195361	2196236	-	183.5	235
356175at33208	Missing
356334at33208	Fragmented	dd_Smes_g4_8	5888894	5895479	+	147.9	197
356503at33208	Complete	dd_Smes_g4_44	2364948	2393779	+	309.8	249
357580at33208	Complete	dd_Smes_g4_32	4141397	4143053	+	306.5	251
359075at33208	Complete	dd_Smes_g4_103	39545	43683	+	296.5	335
359324at33208	Complete	dd_Smes_g4_48	3659964	3660893	-	233.4	208
359369at33208	Missing
359532at33208	Missing
360379at33208	Missing
360753at33208	Duplicated	dd_Smes_g4_276	411676	414896	-	260.3	209
360753at33208	Duplicated	dd_Smes_g4_41	15987	19037	-	246.4	188
361100at33208	Complete	dd_Smes_g4_5	230096	234906	-	246.2	269
361203at33208	Duplicated	dd_Smes_g4_185	711327	712620	+	242.9	314
361203at33208	Duplicated	dd_Smes_g4_383	29287	30583	+	241.7	314
361216at33208	Missing
363634at33208	Fragmented	dd_Smes_g4_18	6806942	6809003	-	128.1	142
363840at33208	Missing
363851at33208	Complete	dd_Smes_g4_8	8865141	8867674	+	262.0	300
364383at33208	Complete	dd_Smes_g4_62	2608518	2735955	+	407.5	334
364694at33208	Complete	dd_Smes_g4_141	865095	868382	+	585.5	576
365323at33208	Missing
365561at33208	Complete	dd_Smes_g4_172	823368	825064	-	490.7	355
365691at33208	Fragmented	dd_Smes_g4_134	1347627	1348592	-	101.7	152
366124at33208	Missing
366814at33208	Complete	dd_Smes_g4_16	4972068	4976816	+	523.6	373
366936at33208	Complete	dd_Smes_g4_103	1087164	1102648	-	422.8	215
367493at33208	Missing
367551at33208	Complete	dd_Smes_g4_77	2176305	2177624	+	481.3	374
367596at33208	Complete	dd_Smes_g4_43	3314305	3316824	+	410.1	517
367957at33208	Duplicated	dd_Smes_g4_80	11526	15594	-	372.0	275
367957at33208	Duplicated	dd_Smes_g4_80	595382	599449	+	372.0	275
368565at33208	Duplicated	dd_Smes_g4_238	18604	20300	-	456.9	282
368565at33208	Duplicated	dd_Smes_g4_386	78228	79919	-	456.9	282
368670at33208	Missing
368875at33208	Complete	dd_Smes_g4_36	42466	44485	+	135.6	155
371241at33208	Complete	dd_Smes_g4_1	11516965	11518142	-	159.3	143
371297at33208	Duplicated	dd_Smes_g4_179	1175930	1177165	+	474.0	324
371297at33208	Duplicated	dd_Smes_g4_88	2750062	2751297	-	474.0	324
371526at33208	Complete	dd_Smes_g4_204	90850	91956	+	427.9	235
372257at33208	Complete	dd_Smes_g4_21	5620538	5623853	+	221.9	194
372707at33208	Complete	dd_Smes_g4_7	4891893	4892878	-	285.8	220
373040at33208	Complete	dd_Smes_g4_202	828000	829242	+	391.6	256
376982at33208	Duplicated	dd_Smes_g4_46	263584	264513	+	450.4	251
376982at33208	Duplicated	dd_Smes_g4_46	362630	363561	+	417.4	251
378033at33208	Complete	dd_Smes_g4_15	410528	417841	+	241.1	255
378316at33208	Complete	dd_Smes_g4_110	1991952	2003124	+	443.8	273
378768at33208	Complete	dd_Smes_g4_103	1034993	1045352	+	411.5	256
378913at33208	Complete	dd_Smes_g4_100	145150	158039	-	204.6	150
379076at33208	Fragmented	dd_Smes_g4_8	2971847	2972083	+	56.6	74
379636at33208	Complete	dd_Smes_g4_43	3436180	3437124	+	202.5	214
379771at33208	Complete	dd_Smes_g4_90	2358377	2366739	-	206.1	250
380583at33208	Complete	dd_Smes_g4_126	1096517	1098106	-	352.8	271
381303at33208	Missing
382000at33208	Complete	dd_Smes_g4_46	1329838	1330860	+	117.6	237
382262at33208	Complete	dd_Smes_g4_1	15735326	15735787	+	69.0	93
382750at33208	Duplicated	dd_Smes_g4_167	947560	959560	-	354.4	317
382750at33208	Duplicated	dd_Smes_g4_167	1241893	1257053	+	308.6	293
383313at33208	Complete	dd_Smes_g4_140	634178	654404	-	250.7	261
384187at33208	Complete	dd_Smes_g4_54	1485490	1486902	-	408.7	419
386666at33208	Fragmented	dd_Smes_g4_125	219167	231499	+	25.5	91
387079at33208	Missing
387117at33208	Duplicated	dd_Smes_g4_43	635162	640721	+	185.5	212
387117at33208	Duplicated	dd_Smes_g4_43	2615702	2619692	+	164.0	212
387878at33208	Duplicated	dd_Smes_g4_40	2622334	2625012	+	238.2	270
387878at33208	Duplicated	dd_Smes_g4_40	2636502	2645937	-	233.3	268
389367at33208	Complete	dd_Smes_g4_101	787609	788514	+	368.7	242
389527at33208	Complete	dd_Smes_g4_11	5664733	5677590	+	461.0	440
389570at33208	Complete	dd_Smes_g4_5	9726328	9734368	-	400.0	322
389591at33208	Complete	dd_Smes_g4_1	2786053	2788467	-	209.0	220
390192at33208	Complete	dd_Smes_g4_30	517956	521380	-	299.2	290
390402at33208	Complete	dd_Smes_g4_36	1807030	1814924	+	210.0	193
391896at33208	Complete	dd_Smes_g4_8	3892981	3895739	-	402.2	262
393219at33208	Missing
393291at33208	Missing
393419at33208	Complete	dd_Smes_g4_157	111878	121522	+	242.9	309
393895at33208	Duplicated	dd_Smes_g4_63	1840308	1841803	+	610.9	417
393895at33208	Duplicated	dd_Smes_g4_63	1913065	1914449	+	593.2	408
395147at33208	Complete	dd_Smes_g4_3	1367982	1372554	+	329.7	233
395183at33208	Complete	dd_Smes_g4_130	23780	25894	+	198.9	167
395556at33208	Complete	dd_Smes_g4_35	65653	66627	-	224.2	222
395919at33208	Complete	dd_Smes_g4_82	440893	442535	+	242.4	265
395948at33208	Fragmented	dd_Smes_g4_51	2153626	2155371	+	102.9	125
396237at33208	Missing
397019at33208	Complete	dd_Smes_g4_177	664927	666128	-	514.4	320
397659at33208	Fragmented	dd_Smes_g4_150	368395	372545	-	186.7	175
398013at33208	Duplicated	dd_Smes_g4_31	2245113	2249926	-	354.3	278
398013at33208	Duplicated	dd_Smes_g4_4	6753948	6755271	+	324.2	288
398202at33208	Missing
398607at33208	Complete	dd_Smes_g4_10	4099178	4099918	-	329.3	213
399092at33208	Duplicated	dd_Smes_g4_26	3622688	3623454	+	152.6	162
399092at33208	Duplicated	dd_Smes_g4_44	748059	748805	+	152.1	164
399092at33208	Duplicated	dd_Smes_g4_447	44900	45655	+	151.3	162
399092at33208	Duplicated	dd_Smes_g4_447	36859	37614	+	151.0	162
399092at33208	Duplicated	dd_Smes_g4_26	3598307	3599062	-	150.7	162
399092at33208	Duplicated	dd_Smes_g4_44	743172	743849	+	149.9	164
399092at33208	Duplicated	dd_Smes_g4_44	754834	755589	+	147.4	164
399092at33208	Duplicated	dd_Smes_g4_44	784241	784756	-	144.0	159
399439at33208	Missing
400042at33208	Missing
401196at33208	Complete	dd_Smes_g4_1	4727905	4728843	+	126.9	143
401220at33208	Fragmented	dd_Smes_g4_80	2378230	2384400	-	227.8	195
401679at33208	Missing
401779at33208	Complete	dd_Smes_g4_69	1762014	1763657	+	381.9	263
403171at33208	Missing
403817at33208	Fragmented	dd_Smes_g4_18	5571054	5571365	+	24.3	45
404988at33208	Complete	dd_Smes_g4_57	2150013	2151398	+	157.9	293
405257at33208	Complete	dd_Smes_g4_4	4378856	4398785	-	225.4	244
406927at33208	Complete	dd_Smes_g4_131	1110866	1111477	+	63.0	145
407472at33208	Complete	dd_Smes_g4_211	894897	896042	-	276.3	319
409006at33208	Complete	dd_Smes_g4_376	65235	71426	-	292.6	250
409186at33208	Missing
411515at33208	Complete	dd_Smes_g4_20	3269850	3271422	+	266.8	226
411664at33208	Missing
411755at33208	Complete	dd_Smes_g4_29	3636456	3643021	+	390.0	316
412370at33208	Missing
412542at33208	Complete	dd_Smes_g4_117	1798778	1799689	-	219.5	201
412930at33208	Complete	dd_Smes_g4_73	2823767	2828035	-	236.4	238
413334at33208	Missing
414001at33208	Duplicated	dd_Smes_g4_45	2754925	2755965	+	351.2	272
414001at33208	Duplicated	dd_Smes_g4_114	1375829	1376867	-	334.9	271
414571at33208	Complete	dd_Smes_g4_27	3077414	3080464	-	357.7	237
414579at33208	Complete	dd_Smes_g4_9	7052841	7053521	+	233.0	207
414603at33208	Missing
415618at33208	Fragmented	dd_Smes_g4_121	809482	809854	-	106.6	92
416175at33208	Complete	dd_Smes_g4_67	1394814	1395683	-	286.1	261
418979at33208	Fragmented	dd_Smes_g4_21	6933859	6935335	+	138.1	105
419502at33208	Complete	dd_Smes_g4_82	353027	353705	+	173.9	150
419914at33208	Missing
421396at33208	Complete	dd_Smes_g4_45	150020	162540	+	317.6	237
421685at33208	Complete	dd_Smes_g4_225	174740	207970	+	172.1	197
421732at33208	Missing
422158at33208	Complete	dd_Smes_g4_69	1439891	1463394	+	328.5	279
422751at33208	Duplicated	dd_Smes_g4_345	131519	132739	+	513.9	348
422751at33208	Duplicated	dd_Smes_g4_199	949660	950883	-	513.8	348
423799at33208	Complete	dd_Smes_g4_29	3017629	3022082	+	242.8	219
423848at33208	Complete	dd_Smes_g4_47	4061382	4062293	+	120.7	217
424392at33208	Duplicated	dd_Smes_g4_124	1450182	1451030	-	321.1	220
424392at33208	Duplicated	dd_Smes_g4_61	1927252	1928134	+	284.5	227
424569at33208	Complete	dd_Smes_g4_8	7350587	7351785	-	233.7	157
424646at33208	Missing
427349at33208	Complete	dd_Smes_g4_143	1188421	1207785	+	277.4	231
427789at33208	Complete	dd_Smes_g4_10	9479299	9488634	-	377.7	336
428202at33208	Complete	dd_Smes_g4_22	946956	964771	+	492.2	346
428754at33208	Missing
